locus_tag,Before optimization SEQUENCING_PRIMER_1 location (start-end),Before optimization SEQUENCING_PRIMER_1 off-target site,Before optimization SEQUENCING_PRIMER_2 location (start-end),Before optimization  SEQUENCING_PRIMER_2 off-target site,After optimization SEQUENCING_PRIMER_1 location (start-end),After optimization SEQUENCING_PRIMER_1 off-target site,After optimization SEQUENCING_PRIMER_2 location (start-end),After optimization  SEQUENCING_PRIMER_2 off-target site,type (B: Before optimization);(A:After optimization),strain,index
NC_003197.2_46_insertion,NC_003197.2:320208-320226,NC_003197.2:1379513-1379531;NC_003197.2:1685751-1685769;NC_003197.2:2938284-2938302;NC_003197.2:4718112-4718130;NC_003197.2:1302438-1302456;NC_003197.2:2668229-2668247;NC_003197.2:19641-19659;NC_003197.2:843920-843938;NC_003197.2:1348771-1348789;NC_003197.2:264608-264626;NC_003197.2:2727983-2728001;NC_003197.2:2541667-2541685;NC_003197.2:2918170-2918188;NC_003197.2:2675542-2675560;NC_003197.2:4470308-4470326;NC_003197.2:895152-895170;NC_003197.2:957191-957209,NC_003197.2:320702-320722,NC_003197.2:51483-51503,NC_003197.2:320200-320221,,NC_003197.2:320712-320732,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,100-2
NC_003197.2_34_insertion,,,,,NC_003197.2:4375172-4375192,,NC_003197.2:4375686-4375709,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-2
NC_003197.2_25_deletion,,,,,NC_003197.2:1788370-1788390,,NC_003197.2:1788956-1788975,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-2
NC_003197.2_83_deletion,,,,,NC_003197.2:4472394-4472413,,NC_003197.2:4472954-4472973,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-2
NC_003197.2_51_substitution,,,,,NC_003197.2:2868277-2868297,,NC_003197.2:2868839-2868859,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-2
NC_003197.2_40_substitution,NC_003197.2:1101660-1101680,NC_003197.2:2773465-2773485,NC_003197.2:1102147-1102167,NC_003197.2:2772978-2772998,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,100-3
NC_003197.2_53_substitution,NC_003197.2:4198924-4198944,NC_003197.2:4102836-4102856;NC_003197.2:4353995-4354015;NC_003197.2:4397419-4397439;NC_003197.2:292129-292149;NC_003197.2:2798853-2798873;NC_003197.2:3569265-3569285,NC_003197.2:4199512-4199532,NC_003197.2:292717-292737;NC_003197.2:4354583-4354603;NC_003197.2:4398007-4398027;NC_003197.2:4103424-4103444;NC_003197.2:2798349-2798369;NC_003197.2:3568677-3568697,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,100-3
NC_003197.2_55_substitution,NC_003197.2:4396607-4396627,NC_003197.2:4353183-4353203;NC_003197.2:4198112-4198132;NC_003197.2:291218-291238;NC_003197.2:4102024-4102044;NC_003197.2:2799765-2799785;NC_003197.2:3570077-3570097,NC_003197.2:4397148-4397168,NC_003197.2:3569536-3569556;NC_003197.2:4102565-4102585;NC_003197.2:4198653-4198673;NC_003197.2:4353724-4353744;NC_003197.2:291759-291779;NC_003197.2:2799224-2799244,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,100-3
NC_003197.2_67_deletion,NC_003197.2:2768159-2768182,NC_003197.2:1106912-1106935,NC_003197.2:2768721-2768741,NC_003197.2:1106353-1106373;NC_003197.2:2616838-2616858,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,100-3
NC_003197.2_77_deletion,,,,,NC_003197.2:4830661-4830681,,NC_003197.2:4831234-4831254,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-3
NC_003197.2_15_deletion,,,,,NC_003197.2:4337958-4337976,,NC_003197.2:4338574-4338594,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-3
NC_003197.2_98_deletion,,,,,NC_003197.2:4549226-4549245,,NC_003197.2:4549829-4549850,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-3
NC_003197.2_27_insertion,,,,,NC_003197.2:2140347-2140367,,NC_003197.2:2140907-2140925,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-3
NC_003197.2_34_insertion,,,,,NC_003197.2:187989-188009,,NC_003197.2:188514-188537,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-3
NC_003197.2_36_deletion,NC_003197.2:4199270-4199291,NC_003197.2:4103182-4103203;NC_003197.2:4354341-4354362;NC_003197.2:4397765-4397786;NC_003197.2:292475-292496;NC_003197.2:3568918-3568939;NC_003197.2:2798506-2798527,NC_003197.2:4199768-4199788,NC_003197.2:2798093-2798113;NC_003197.2:3568421-3568441;NC_003197.2:4398263-4398283;NC_003197.2:4103680-4103700;NC_003197.2:292973-292993;NC_003197.2:4354839-4354859;NC_003197.2:2607472-2607492;NC_003197.2:737919-737939,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,100-4
NC_003197.2_52_deletion,NC_003197.2:530097-530117,NC_003197.2:3564560-3564580,NC_003197.2:530630-530650,NC_003197.2:3101028-3101048;NC_003197.2:3564027-3564047,NC_003197.2:530086-530107,,NC_003197.2:530630-530650,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,100-4
NC_003197.2_88_deletion,NC_003197.2:4200368-4200388,NC_003197.2:4398863-4398883;NC_003197.2:293573-293593;NC_003197.2:4104280-4104300;NC_003197.2:4355439-4355459;NC_003197.2:3567821-3567841;NC_003197.2:2797493-2797513,NC_003197.2:4200896-4200916,NC_003197.2:3567293-3567313;NC_003197.2:2796965-2796985;NC_003197.2:294101-294121;NC_003197.2:4355967-4355987;NC_003197.2:4104808-4104828;NC_003197.2:4399391-4399411,NC_003197.2:4200368-4200388,,NC_003197.2:4201489-4201509,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,100-4
NC_003197.2_55_deletion,,,,,NC_003197.2:4249707-4249727,,NC_003197.2:4250272-4250292,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-4
NC_003197.2_29_substitution,,,,,NC_003197.2:4039434-4039455,,NC_003197.2:4040003-4040022,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-4
NC_003197.2_89_deletion,,,,,NC_003197.2:668996-669016,,NC_003197.2:669637-669657,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-4
NC_003197.2_10_deletion,NC_003197.2:4103373-4103394,NC_003197.2:4354532-4354553;NC_003197.2:4397956-4397977;NC_003197.2:292666-292687;NC_003197.2:4199461-4199482;NC_003197.2:2798399-2798420;NC_003197.2:3568727-3568748,NC_003197.2:4103918-4103938,NC_003197.2:4355077-4355097;NC_003197.2:4398501-4398521;NC_003197.2:4200006-4200026;NC_003197.2:293211-293231;NC_003197.2:3568183-3568203;NC_003197.2:2797855-2797875;NC_003197.2:487624-487644,NC_003197.2:4103335-4103355,,NC_003197.2:4105364-4105384,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,100-5
NC_003197.2_98_insertion,NC_003197.2:2343364-2343384,NC_003197.2:1139826-1139846,NC_003197.2:2343864-2343882,NC_003197.2:3997876-3997894;NC_003197.2:2808257-2808275;NC_003197.2:3561418-3561436;NC_003197.2:1762996-1763014;NC_003197.2:387804-387822;NC_003197.2:1241218-1241236;NC_003197.2:413469-413487;NC_003197.2:4252451-4252469;NC_003197.2:3235134-3235152,NC_003197.2:2343356-2343376,,NC_003197.2:2343868-2343892,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,100-5
NC_003197.2_64_insertion,,,,,NC_003197.2:1093300-1093322,,NC_003197.2:1093846-1093871,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,100-5
NC_003197.2_124_insertion,NC_003197.2:2769741-2769761,NC_003197.2:1105333-1105353,NC_003197.2:2770215-2770235,NC_003197.2:1104859-1104879,NC_003197.2:2769317-2769337,,NC_003197.2:2770643-2770663,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_137_deletion,NC_003197.2:3569536-3569556,NC_003197.2:4102565-4102585;NC_003197.2:4198653-4198673;NC_003197.2:4353724-4353744;NC_003197.2:4397148-4397168;NC_003197.2:291759-291779;NC_003197.2:2799224-2799244,NC_003197.2:3570070-3570090,NC_003197.2:4396614-4396634;NC_003197.2:4353190-4353210;NC_003197.2:4198119-4198139;NC_003197.2:291225-291245;NC_003197.2:4102031-4102051;NC_003197.2:2799758-2799778,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,150-1
NC_003197.2_15_deletion,,,,,NC_003197.2:928183-928204,,NC_003197.2:928739-928762,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_106_deletion,,,,,NC_003197.2:2401095-2401116,,NC_003197.2:2401655-2401676,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_38_insertion,,,,,NC_003197.2:1744102-1744122,,NC_003197.2:1744607-1744629,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_14_insertion,,,,,NC_003197.2:3496746-3496767,,NC_003197.2:3497278-3497296,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_77_deletion,,,,,NC_003197.2:4020603-4020621,,NC_003197.2:4021184-4021206,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-1
NC_003197.2_0_substitution,NC_003197.2:1048042-1048062,NC_003197.2:1574118-1574138;NC_003197.2:428957-428977,NC_003197.2:1048623-1048643,NC_003197.2:1573537-1573557,NC_003197.2:1047977-1047997,,NC_003197.2:1048678-1048698,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-2
NC_003197.2_88_substitution,NC_003197.2:1103465-1103485,NC_003197.2:2771660-2771680,NC_003197.2:1104037-1104057,NC_003197.2:2771088-2771108;NC_003197.2:3607258-3607278,NC_003197.2:1103075-1103095,,NC_003197.2:1104433-1104458,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-2
NC_003197.2_57_deletion,,,,,NC_003197.2:3563113-3563133,,NC_003197.2:3563632-3563652,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-2
NC_003197.2_119_insertion,,,,,NC_003197.2:4656709-4656729,,NC_003197.2:4657218-4657236,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-2
NC_003197.2_20_substitution,NC_003197.2:2759645-2759668,NC_003197.2:1115428-1115451,NC_003197.2:2760164-2760184,NC_003197.2:1114912-1114932,NC_003197.2:2759307-2759328,,NC_003197.2:2760508-2760531,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_120_substitution,NC_003197.2:2772737-2772757,NC_003197.2:1102388-1102408;NC_003197.2:2809654-2809674,NC_003197.2:2773286-2773306,NC_003197.2:1101839-1101859,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,150-3
NC_003197.2_15_substitution,,,,,NC_003197.2:925438-925458,,NC_003197.2:926056-926076,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_79_deletion,,,,,NC_003197.2:4262381-4262403,,NC_003197.2:4263008-4263028,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_111_deletion,,,,,NC_003197.2:1054434-1054454,,NC_003197.2:1054988-1055009,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_131_substitution,,,,,NC_003197.2:1816111-1816132,,NC_003197.2:1816642-1816662,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_13_insertion,,,,,NC_003197.2:738403-738423,,NC_003197.2:738918-738938,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_115_insertion,,,,,NC_003197.2:3648512-3648533,,NC_003197.2:3649051-3649071,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-3
NC_003197.2_72_deletion,NC_003197.2:1127040-1127060,NC_003197.2:2745130-2745150;NC_003197.2:3530871-3530891;NC_003197.2:1835680-1835700,NC_003197.2:1127615-1127633,NC_003197.2:2744557-2744575;NC_003197.2:295364-295382;NC_003197.2:2725469-2725487;NC_003197.2:171571-171589;NC_003197.2:1080498-1080516;NC_003197.2:1619830-1619848;NC_003197.2:1372666-1372684,NC_003197.2:1126969-1126988,,NC_003197.2:1127683-1127703,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_76_insertion,NC_003197.2:2800522-2800542,NC_003197.2:4101267-4101287;NC_003197.2:4395810-4395830;NC_003197.2:4197194-4197214;NC_003197.2:4352265-4352285;NC_003197.2:3570873-3570893;NC_003197.2:290302-290322;NC_003197.2:1460966-1460986,NC_003197.2:2801014-2801034,NC_003197.2:4196702-4196722;NC_003197.2:289810-289830;NC_003197.2:4395318-4395338;NC_003197.2:4351773-4351793;NC_003197.2:4100775-4100795;NC_003197.2:3571365-3571385,NC_003197.2:2800053-2800074,,NC_003197.2:2801864-2801889,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_112_substitution,,,,,NC_003197.2:3972078-3972098,,NC_003197.2:3972671-3972691,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_87_substitution,,,,,NC_003197.2:2439718-2439740,,NC_003197.2:2440316-2440334,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_41_insertion,,,,,NC_003197.2:4838477-4838498,,NC_003197.2:4839004-4839024,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_10_insertion,,,,,NC_003197.2:3049911-3049931,,NC_003197.2:3050435-3050453,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_68_deletion,,,,,NC_003197.2:4600957-4600976,,NC_003197.2:4601524-4601543,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_101_substitution,,,,,NC_003197.2:3227802-3227822,,NC_003197.2:3228317-3228340,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-4
NC_003197.2_9_substitution,NC_003197.2:1103225-1103245,NC_003197.2:2771900-2771920;NC_003197.2:3987633-3987653;NC_003197.2:418281-418301,NC_003197.2:1103741-1103761,NC_003197.2:2771384-2771404,NC_003197.2:1102534-1102554,,NC_003197.2:1104433-1104458,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-5
NC_003197.2_116_insertion,NC_003197.2:2737644-2737664,NC_003197.2:1135900-1135920,NC_003197.2:2738131-2738151,NC_003197.2:1135413-1135433;NC_003197.2:4369164-4369184,NC_003197.2:2737510-2737530,,NC_003197.2:2738282-2738302,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,150-5
NC_003197.2_147_deletion,,,,,NC_003197.2:3790421-3790440,,NC_003197.2:3790982-3791003,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-5
NC_003197.2_81_substitution,,,,,NC_003197.2:3239695-3239713,,NC_003197.2:3240217-3240237,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-5
NC_003197.2_136_deletion,,,,,NC_003197.2:3011980-3012002,,NC_003197.2:3012517-3012538,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,150-5
NC_003197.2_24_substitution,NC_003197.2:4353002-4353022,NC_003197.2:4197931-4197951;NC_003197.2:291037-291057,NC_003197.2:4353606-4353625,NC_003197.2:4397030-4397049;NC_003197.2:291641-291660;NC_003197.2:4102447-4102466;NC_003197.2:4198535-4198554;NC_003197.2:3569655-3569674;NC_003197.2:2799343-2799362,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,200-1
NC_003197.2_34_insertion,NC_003197.2:1104388-1104408,NC_003197.2:2770737-2770757,NC_003197.2:1104886-1104906,NC_003197.2:2770188-2770208,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,200-1
NC_003197.2_189_deletion,NC_003197.2:1127919-1127939,NC_003197.2:2744251-2744271,NC_003197.2:1128445-1128465,NC_003197.2:2743725-2743745;NC_003197.2:1944769-1944789,NC_003197.2:1127825-1127845,,NC_003197.2:1128553-1128576,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_51_deletion,,,,,NC_003197.2:4513093-4513113,,NC_003197.2:4513686-4513706,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_15_deletion,,,,,NC_003197.2:684714-684735,,NC_003197.2:685326-685346,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_114_deletion,,,,,NC_003197.2:75398-75418,,NC_003197.2:75986-76010,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_152_deletion,,,,,NC_003197.2:188775-188795,,NC_003197.2:189391-189413,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_13_insertion,,,,,NC_003197.2:4294781-4294800,,NC_003197.2:4295300-4295320,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_25_substitution,,,,,NC_003197.2:878992-879011,,NC_003197.2:879583-879601,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_107_deletion,,,,,NC_003197.2:1794098-1794118,,NC_003197.2:1794654-1794674,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_145_substitution,,,,,NC_003197.2:3672931-3672950,,NC_003197.2:3673544-3673564,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_103_insertion,,,,,NC_003197.2:3588792-3588813,,NC_003197.2:3589309-3589329,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-1
NC_003197.2_2_insertion,NC_003197.2:4355629-4355648,NC_003197.2:4399053-4399072;NC_003197.2:293763-293782;NC_003197.2:4104470-4104489;NC_003197.2:4200558-4200577;NC_003197.2:2797304-2797323;NC_003197.2:3567632-3567651;NC_003197.2:2412988-2413007;NC_003197.2:1081915-1081934;NC_003197.2:2413878-2413897;NC_003197.2:2353625-2353644;NC_003197.2:4018566-4018585,NC_003197.2:4356121-4356141,NC_003197.2:4104962-4104982;NC_003197.2:4399545-4399565;NC_003197.2:4201050-4201070;NC_003197.2:294255-294275;NC_003197.2:3567139-3567159;NC_003197.2:2796811-2796831,NC_003197.2:4355629-4355648,,NC_003197.2:4356238-4356258,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_104_deletion,NC_003197.2:4017172-4017191,NC_003197.2:2352231-2352250;NC_003197.2:4194109-4194128,NC_003197.2:4017690-4017708,NC_003197.2:2352749-2352767;NC_003197.2:1110858-1110876;NC_003197.2:3411522-3411540;NC_003197.2:1356709-1356727;NC_003197.2:2792906-2792924;NC_003197.2:3860395-3860413;NC_003197.2:4834983-4835001;NC_003197.2:2764218-2764236,NC_003197.2:4017172-4017191,,NC_003197.2:4018605-4018627,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_145_deletion,NC_003197.2:1852728-1852748,NC_003197.2:3820326-3820346;NC_003197.2:1853190-1853210;NC_003197.2:1853364-1853384;NC_003197.2:1853539-1853559,NC_003197.2:1853260-1853280,NC_003197.2:1853086-1853106;NC_003197.2:1853435-1853455;NC_003197.2:1853609-1853629,NC_003197.2:1852700-1852720,,NC_003197.2:1853270-1853289,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_190_substitution,NC_003197.2:4328456-4328476,NC_003197.2:4066108-4066128;NC_003197.2:2304898-2304918;NC_003197.2:4332030-4332050,NC_003197.2:4328957-4328977,NC_003197.2:489301-489321,NC_003197.2:4328440-4328460,,NC_003197.2:4328961-4328981,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_37_deletion,,,,,NC_003197.2:4051348-4051369,,NC_003197.2:4052000-4052022,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_9_insertion,,,,,NC_003197.2:4751512-4751532,,NC_003197.2:4752017-4752041,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_106_deletion,,,,,NC_003197.2:2129238-2129257,,NC_003197.2:2129825-2129845,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_171_substitution,,,,,NC_003197.2:3807189-3807209,,NC_003197.2:3807770-3807790,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_196_substitution,,,,,NC_003197.2:4524956-4524978,,NC_003197.2:4525478-4525498,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-2
NC_003197.2_13_insertion,NC_003197.2:2800190-2800210,NC_003197.2:3570541-3570561;NC_003197.2:290634-290654;NC_003197.2:4396142-4396162;NC_003197.2:4197526-4197546;NC_003197.2:4352597-4352617;NC_003197.2:4101599-4101619,NC_003197.2:2800685-2800705,NC_003197.2:4395647-4395667;NC_003197.2:4352102-4352122;NC_003197.2:4101104-4101124;NC_003197.2:4197031-4197051;NC_003197.2:290139-290159;NC_003197.2:3571036-3571056,NC_003197.2:2800030-2800050,,NC_003197.2:2801864-2801889,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:No offtarget,Salmonella_typhimurium,200-3
NC_003197.2_37_deletion,NC_003197.2:4353127-4353149,NC_003197.2:4198056-4198078;NC_003197.2:291162-291184;NC_003197.2:4396551-4396573;NC_003197.2:4101968-4101990;NC_003197.2:2799819-2799841;NC_003197.2:3570131-3570153,NC_003197.2:4353649-4353669,NC_003197.2:3569611-3569631;NC_003197.2:2799299-2799319;NC_003197.2:4102490-4102510;NC_003197.2:4198578-4198598;NC_003197.2:4397073-4397093;NC_003197.2:291684-291704,,,,,B:SEQUENCING_PRIMER_1 offtarget&SEQUENCING_PRIMER_2 offtarget;A:All primer templates offtarget,Salmonella_typhimurium,200-3
NC_003197.2_184_substitution,,,,,,,,,B:No primer3 design results;A:All primer templates offtarget,Salmonella_typhimurium,200-3
NC_003197.2_151_deletion,,,,,NC_003197.2:1512001-1512022,,NC_003197.2:1512564-1512582,,B:No primer3 design results;A:No offtarget,Salmonella_typhimurium,200-3
